2.513886141777038397e+00,4.633373117446899059e+00,7.098394274711608887e+00,9.143727946281433816e+00,1.129095914363861120e+01,1.358628036975860631e+01,1.594951446056365896e+01,1.829110832214355398e+01,2.046993367671966624e+01,2.303932905197143555e+01
2.379365301132202237e+00,2.300182437896728604e+00,4.614791131019591930e+00,4.730127000808716176e+00,6.755300116539001642e+00,6.946340131759643377e+00,9.098712062835693004e+00,9.332712101936341043e+00,1.132875857353210414e+01,1.137374353408813477e+01
2.184895014762878507e+00,2.490375566482543768e+00,2.409683966636657626e+00,4.601418757438660023e+00,4.563161826133727672e+00,5.081728148460388006e+00,6.900836730003357289e+00,7.061687040328979315e+00,7.744290566444396617e+00,9.088380885124205832e+00
2.213637447357177823e+00,2.376381325721740545e+00,2.519862103462219061e+00,2.846488666534424006e+00,4.604689908027649103e+00,4.826175570487976074e+00,5.178787016868591664e+00,5.420956683158874689e+00,6.910713791847229004e+00,7.276039004325866699e+00
2.388690161705016912e+00,2.381247591972351252e+00,2.812522983551025479e+00,2.930416464805603027e+00,3.507913136482238681e+00,4.543946528434753773e+00,4.703302454948425471e+00,5.420388484001160023e+00,5.614365172386169611e+00,6.278236222267151057e+00
2.289564085006714045e+00,2.375346374511718928e+00,2.625915789604186923e+00,2.960594177246093750e+00,3.615255212783813565e+00,3.878702402114868164e+00,4.984982848167419434e+00,5.306332278251647772e+00,6.049126505851745605e+00,6.632499575614929199e+00
2.282745170593261541e+00,2.350438332557678311e+00,2.652486109733581454e+00,2.987932801246643066e+00,3.973257422447204590e+00,3.910927772521972656e+00,4.470330691337585094e+00,5.323621749877929688e+00,5.929769325256347479e+00,6.248496222496032537e+00
2.267192506790161044e+00,2.293790936470031738e+00,2.826560449600219904e+00,2.993743300437927246e+00,3.612571048736572088e+00,4.104274153709411621e+00,4.386511301994323375e+00,5.140605807304382324e+00,6.092862772941589178e+00,7.385953378677368342e+00
2.359216332435607910e+00,2.343724513053893954e+00,2.737497806549072266e+00,3.314112544059753418e+00,3.506338739395141513e+00,3.841482973098754972e+00,4.434522938728332697e+00,5.081057453155517933e+00,6.333832621574401855e+00,6.868617153167724254e+00
2.220696878433227717e+00,2.426677727699279696e+00,2.424228572845458896e+00,3.183787894248962580e+00,3.576706957817077814e+00,4.010739564895629883e+00,4.291199016571044744e+00,5.111200308799743297e+00,6.366988778114318848e+00,6.745938396453857067e+00
